icd	icd_label	depth	n_children	bucket	ambiguous_conjunction	n_existing_xrefs	existing_predicates	existing_mondo	match_tier	match_mondo	match_mondo_label	match_via	match_icd_form	n_match_cands	hp_hit
ICD10CM:Q72.33	Congenital absence of foot and toe(s), bilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.4	Longitudinal reduction defect of femur	4	4	DISEASE		4	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0016032;MONDO:0017484;MONDO:0017485;MONDO:0019713	A	MONDO:0859006	proximal femoral focal deficiency	name	Proximal femoral focal deficiency	1	
ICD10CM:Q72.40	Longitudinal reduction defect of unspecified femur	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72.41	Longitudinal reduction defect of right femur	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.42	Longitudinal reduction defect of left femur	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.43	Longitudinal reduction defect of femur, bilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.5	Longitudinal reduction defect of tibia	4	4	DISEASE		4	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0010144;MONDO:0017490;MONDO:0017491;MONDO:0019713	-					0	
ICD10CM:Q72.50	Longitudinal reduction defect of unspecified tibia	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72.51	Longitudinal reduction defect of right tibia	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.52	Longitudinal reduction defect of left tibia	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.53	Longitudinal reduction defect of tibia, bilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.6	Longitudinal reduction defect of fibula	4	4	DISEASE		4	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0017492;MONDO:0017493;MONDO:0019672;MONDO:0019713	-					0	
ICD10CM:Q72.60	Longitudinal reduction defect of unspecified fibula	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72.61	Longitudinal reduction defect of right fibula	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.62	Longitudinal reduction defect of left fibula	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.63	Longitudinal reduction defect of fibula, bilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.7	Split foot	4	4	DISEASE		1	equivalentTo	MONDO:0017450	A	MONDO:0017450	split foot	name	Split foot	1	HP:0001839
ICD10CM:Q72.70	Split foot, unspecified lower limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72.71	Split foot, right lower limb	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.72	Split foot, left lower limb	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.73	Split foot, bilateral	5	0	DISEASE		1	equivalentTo	MONDO:0017514	A	MONDO:0017514	split foot, bilateral	name	Split foot, bilateral	1	
ICD10CM:Q72.8	Other reduction defects of lower limb	4	2	RESIDUAL		8	orphanet-btnt;provenance-only:orphanet	MONDO:0016240;MONDO:0017452;MONDO:0017509;MONDO:0017510;MONDO:0017517	-					0	
ICD10CM:Q72.81	Congenital shortening of lower limb	5	4	DISEASE		0			-					0	
ICD10CM:Q72.811	Congenital shortening of right lower limb	6	0	LATERALITY		0			-					0	
ICD10CM:Q72.812	Congenital shortening of left lower limb	6	0	LATERALITY		0			-					0	
ICD10CM:Q72.813	Congenital shortening of lower limb, bilateral	6	0	LATERALITY		0			-					0	
ICD10CM:Q72.819	Congenital shortening of unspecified lower limb	6	0	RESIDUAL		0			-					0	
ICD10CM:Q72.89	Other reduction defects of lower limb	5	4	RESIDUAL		0			-					0	
ICD10CM:Q72.891	Other reduction defects of right lower limb	6	0	RESIDUAL		0			-					0	
ICD10CM:Q72.892	Other reduction defects of left lower limb	6	0	RESIDUAL		0			-					0	
ICD10CM:Q72.893	Other reduction defects of lower limb, bilateral	6	0	RESIDUAL		0			-					0	
ICD10CM:Q72.899	Other reduction defects of unspecified lower limb	6	0	RESIDUAL		0			-					0	
ICD10CM:Q72.9	Unspecified reduction defect of lower limb	4	4	RESIDUAL		1	orphanet-btnt	MONDO:0019713	-					0	
ICD10CM:Q72.90	Unspecified reduction defect of unspecified lower limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72.91	Unspecified reduction defect of right lower limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72.92	Unspecified reduction defect of left lower limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72.93	Unspecified reduction defect of lower limb, bilateral	5	0	RESIDUAL		0			-					0	
ICD10CM:Q73	Reduction defects of unspecified limb	3	3	RESIDUAL		0			-					0	
ICD10CM:Q73.0	Congenital absence of unspecified limb(s)	4	0	RESIDUAL		4	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0011054;MONDO:0017419;MONDO:0017439;MONDO:0019713	-					0	
ICD10CM:Q73.1	Phocomelia, unspecified limb(s)	4	0	RESIDUAL		1	orphanet-btnt	MONDO:0019713	A	MONDO:0017441	phocomelia	EXACT	Phocomelia NOS	1	
ICD10CM:Q73.8	Other reduction defects of unspecified limb(s)	4	0	RESIDUAL		30	orphanet-btnt;provenance-only:orphanet	MONDO:0007211;MONDO:0007213;MONDO:0007214;MONDO:0007215;MONDO:0007216	-					0	
ICD10CM:Q74	Other congenital malformations of limb(s)	3	6	RESIDUAL		0			B	MONDO:0019054	congenital limb malformation	name	Other congenital malformations of limb(s)	1	
ICD10CM:Q74.0	Other congenital malformations of upper limb(s), including shoulder girdle	4	0	RESIDUAL		28	provenance-only:orphanet	MONDO:0007330;MONDO:0007340;MONDO:0007737;MONDO:0008198;MONDO:0008482	A	MONDO:0007340	cleidocranial dysostosis	EXACT	Cleidocranial dysostosis	1	
ICD10CM:Q74.1	Congenital malformation of knee	4	0	CONTAINER		7	provenance-only:orphanet	MONDO:0007841;MONDO:0008205;MONDO:0017471;MONDO:0017472;MONDO:0017473	B	MONDO:0017471	congenital patella dislocation	name	Congenital dislocation of patella	1	
ICD10CM:Q74.2	Other congenital malformations of lower limb(s), including pelvic girdle	4	0	RESIDUAL		9	provenance-only:orphanet	MONDO:0009321;MONDO:0017462;MONDO:0017463;MONDO:0017464;MONDO:0017467	-					0	
ICD10CM:Q74.3	Arthrogryposis multiplex congenita	4	0	DISEASE		1	equivalentTo	MONDO:0015168	A	MONDO:0015168	arthrogryposis multiplex congenita	name	Arthrogryposis multiplex congenita	1	HP:0002804
ICD10CM:Q74.8	Other specified congenital malformations of limb(s)	4	0	RESIDUAL		29	provenance-only:orphanet	MONDO:0007058;MONDO:0007227;MONDO:0007249;MONDO:0007489;MONDO:0007738	B	MONDO:0019054	congenital limb malformation	name	Other specified congenital malformations of limb(s)	1	
ICD10CM:Q74.9	Unspecified congenital malformation of limb(s)	4	0	RESIDUAL		0			B	MONDO:0019054	congenital limb malformation	name	Unspecified congenital malformation of limb(s)	1	
ICD10CM:Q75	Other congenital malformations of skull and face bones	3	8	RESIDUAL		0			-					0	
ICD10CM:Q75.0	Craniosynostosis	4	7	DISEASE		1	equivalentTo	MONDO:0015469	A	MONDO:0015469	craniosynostosis	name	Craniosynostosis	1	HP:0001363
ICD10CM:Q75.00	Craniosynostosis unspecified	5	3	RESIDUAL		0			A	MONDO:0015469	craniosynostosis	name	Craniosynostosis unspecified	1	HP:0001363
ICD10CM:Q75.001	Craniosynostosis unspecified, unilateral	6	0	RESIDUAL		0			-					0	
ICD10CM:Q75.002	Craniosynostosis unspecified, bilateral	6	0	RESIDUAL		0			-					0	
ICD10CM:Q75.009	Craniosynostosis unspecified	6	0	RESIDUAL		0			A	MONDO:0015469	craniosynostosis	name	Craniosynostosis unspecified	1	HP:0001363
ICD10CM:Q75.01	Sagittal craniosynostosis	5	0	PHENOTYPE		0			-					0	HP:0004442
ICD10CM:Q75.02	Coronal craniosynostosis	5	3	PHENOTYPE		0			-					0	HP:0004440
ICD10CM:Q75.021	Coronal craniosynostosis unilateral	6	0	LATERALITY		0			-					0	
ICD10CM:Q75.022	Coronal craniosynostosis bilateral	6	0	LATERALITY		0			-					0	
ICD10CM:Q75.029	Coronal craniosynostosis unspecified	6	0	RESIDUAL		0			-					0	HP:0004440
ICD10CM:Q75.03	Metopic craniosynostosis	5	0	PHENOTYPE		0			A	MONDO:0000156	trigonocephaly	name	Trigonocephaly	1	HP:0011330
ICD10CM:Q75.04	Lambdoid craniosynostosis	5	3	DISEASE		0			-					0	
ICD10CM:Q75.041	Lambdoid craniosynostosis, unilateral	6	0	LATERALITY		0			-					0	
ICD10CM:Q75.042	Lambdoid craniosynostosis, bilateral	6	0	LATERALITY		0			-					0	
ICD10CM:Q75.049	Lambdoid craniosynostosis, unspecified	6	0	RESIDUAL		0			-					0	
ICD10CM:Q75.05	Multi-suture craniosynostosis	5	3	DISEASE		0			-					0	
ICD10CM:Q75.051	Cloverleaf skull	6	0	PHENOTYPE		0			-					0	HP:0002676
ICD10CM:Q75.052	Pansynostosis	6	0	PHENOTYPE		0			-					0	HP:0011325
ICD10CM:Q75.058	Other multi-suture craniosynostosis	6	0	RESIDUAL		0			-					0	
ICD10CM:Q75.08	Other single-suture craniosynostosis	5	0	RESIDUAL		0			-					0	
ICD10CM:Q75.1	Craniofacial dysostosis	4	0	DISEASE		4	provenance-only:orphanet	MONDO:0007405;MONDO:0008715;MONDO:0012833;MONDO:0015824	A	MONDO:0007405	craniofacial dysostosis	EXACT	Craniofacial dysostosis	1	HP:0004439;HP:0008497
ICD10CM:Q75.2	Hypertelorism	4	0	PHENOTYPE		0			-					0	HP:0000316
ICD10CM:Q75.3	Macrocephaly	4	0	PHENOTYPE		1	provenance-only:orphanet	MONDO:0014289	-					0	HP:0000256;HP:0004488
ICD10CM:Q75.4	Mandibulofacial dysostosis	4	0	DISEASE		1	equivalentTo	MONDO:0015483	A	MONDO:0015483	mandibulofacial dysostosis	name	Mandibulofacial dysostosis	1	HP:0005321
ICD10CM:Q75.5	Oculomandibular dysostosis	4	0	DISEASE		0			-					0	
ICD10CM:Q75.8	Other specified congenital malformations of skull and face bones	4	0	RESIDUAL		15	provenance-only:orphanet	MONDO:0000107;MONDO:0007188;MONDO:0007636;MONDO:0007712;MONDO:0007953	-					0	
ICD10CM:Q75.9	Congenital malformation of skull and face bones, unspecified	4	0	RESIDUAL		0			B	MONDO:0024654	skull disorder	name	Congenital anomaly of skull NOS	1	
ICD10CM:Q76	Congenital malformations of spine and bony thorax	3	10	CONTAINER		0			-					0	
ICD10CM:Q76.0	Spina bifida occulta	4	0	DISEASE		1	equivalentTo	MONDO:0000859	A	MONDO:0000859	spina bifida occulta	name	Spina bifida occulta	1	HP:0003298
ICD10CM:Q76.1	Klippel-Feil syndrome	4	0	DISEASE		1	equivalentTo	MONDO:0001029	A	MONDO:0001029	Klippel-Feil syndrome	name	Klippel-Feil syndrome	1	HP:0004602
ICD10CM:Q76.2	Congenital spondylolisthesis	4	0	DISEASE		0			A	MONDO:0008475	spondylolisthesis	name	Congenital spondylolisthesis	1	HP:0003302
ICD10CM:Q76.3	Congenital scoliosis due to congenital bony malformation	4	0	DISEASE		5	provenance-only:orphanet	MONDO:0007232;MONDO:0011018;MONDO:0013360;MONDO:0015262;MONDO:0018662	-					0	
ICD10CM:Q76.4	Other congenital malformations of spine, not associated with scoliosis	4	3	RESIDUAL		3	provenance-only:orphanet	MONDO:0010094;MONDO:0015826;MONDO:0016622	-					0	
ICD10CM:Q76.41	Congenital kyphosis	5	6	PHENOTYPE		0			-					0	HP:0002808
ICD10CM:Q76.411	Congenital kyphosis, occipito-atlanto-axial region	6	0	DISEASE		0			-					0	
ICD10CM:Q76.412	Congenital kyphosis, cervical region	6	0	DISEASE		0			-					0	
ICD10CM:Q76.413	Congenital kyphosis, cervicothoracic region	6	0	DISEASE		0			-					0	
ICD10CM:Q76.414	Congenital kyphosis, thoracic region	6	0	DISEASE		0			-					0	
ICD10CM:Q76.415	Congenital kyphosis, thoracolumbar region	6	0	DISEASE		0			-					0	
ICD10CM:Q76.419	Congenital kyphosis, unspecified region	6	0	RESIDUAL		0			-					0	
ICD10CM:Q76.42	Congenital lordosis	5	5	PHENOTYPE		0			-					0	HP:0003307
ICD10CM:Q76.425	Congenital lordosis, thoracolumbar region	6	0	DISEASE		0			-					0	
ICD10CM:Q76.426	Congenital lordosis, lumbar region	6	0	DISEASE		0			-					0	
ICD10CM:Q76.427	Congenital lordosis, lumbosacral region	6	0	DISEASE		0			-					0	
ICD10CM:Q76.428	Congenital lordosis, sacral and sacrococcygeal region	6	0	CONTAINER		0			-					0	
ICD10CM:Q76.429	Congenital lordosis, unspecified region	6	0	RESIDUAL		0			-					0	
ICD10CM:Q76.49	Other congenital malformations of spine, not associated with scoliosis	5	0	RESIDUAL		0			B	MONDO:0000812	disease of spine	EXACT	Congenital malformation of spine NOS	1	
ICD10CM:Q76.5	Cervical rib	4	0	DISEASE		1	equivalentTo	MONDO:0007303	A	MONDO:0007303	cervical rib	EXACT	Cervical rib	1	HP:0000891
ICD10CM:Q76.6	Other congenital malformations of ribs	4	0	RESIDUAL		0			-					0	
ICD10CM:Q76.7	Congenital malformation of sternum	4	0	CONTAINER		2	provenance-only:orphanet	MONDO:0016066	A	MONDO:0016066	sternum bifidum	EXACT	Sternum bifidum	1	
ICD10CM:Q76.8	Other congenital malformations of bony thorax	4	0	RESIDUAL		1	provenance-only:orphanet	MONDO:0010180	-					0	
ICD10CM:Q76.9	Congenital malformation of bony thorax, unspecified	4	0	RESIDUAL		0			-					0	
ICD10CM:Q77	Osteochondrodysplasia with defects of growth of tubular bones and spine	3	10	DISEASE	YES	0			-					0	
ICD10CM:Q77.0	Achondrogenesis	4	0	DISEASE		1	equivalentTo	MONDO:0019648	A	MONDO:0019648	achondrogenesis	name	Achondrogenesis	1	
ICD10CM:Q77.1	Thanatophoric short stature	4	0	DISEASE		3	orphanet-specific;provenance-only:orphanet	MONDO:0008546;MONDO:0008547;MONDO:0017042	-					0	
ICD10CM:Q77.2	Short rib syndrome	4	0	DISEASE		19	orphanet-specific;provenance-only:doid;provenance-only:orphanet	MONDO:0008551;MONDO:0008831;MONDO:0009894;MONDO:0010024;MONDO:0010116	-					0	
ICD10CM:Q77.3	Chondrodysplasia punctata	4	0	DISEASE		1	equivalentTo	MONDO:0019701	A	MONDO:0019701	chondrodysplasia punctata	name	Chondrodysplasia punctata	1	
ICD10CM:Q77.4	Achondroplasia	4	0	DISEASE		1	equivalentTo	MONDO:0007037	A	MONDO:0007037	achondroplasia	name	Achondroplasia	1	
ICD10CM:Q77.5	Diastrophic dysplasia	4	0	DISEASE		1	equivalentTo	MONDO:0009107	A	MONDO:0009107	diastrophic dysplasia	name	Diastrophic dysplasia	1	
ICD10CM:Q77.6	Chondroectodermal dysplasia	4	0	DISEASE		1	equivalentTo	MONDO:0009162	A	MONDO:0009162	Chondroectodermal dysplasia	EXACT	Chondroectodermal dysplasia	1	
ICD10CM:Q77.7	Spondyloepiphyseal dysplasia	4	0	DISEASE		1	equivalentTo	MONDO:0016761	A	MONDO:0016761	spondyloepiphyseal dysplasia	name	Spondyloepiphyseal dysplasia	2	HP:0002655
ICD10CM:Q77.8	Other osteochondrodysplasia with defects of growth of tubular bones and spine	4	0	RESIDUAL		34	provenance-only:orphanet	MONDO:0007055;MONDO:0007209;MONDO:0007341;MONDO:0007481;MONDO:0007895	-					0	
ICD10CM:Q77.9	Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified	4	0	RESIDUAL		0			-					0	
ICD10CM:Q78	Other osteochondrodysplasias	3	9	RESIDUAL		0			B	MONDO:0005516	osteochondrodysplasia	name	Other osteochondrodysplasias	1	
ICD10CM:Q78.0	Osteogenesis imperfecta	4	0	DISEASE		1	equivalentTo	MONDO:0019019	A	MONDO:0019019	osteogenesis imperfecta	name	Osteogenesis imperfecta	1	
ICD10CM:Q78.1	Polyostotic fibrous dysplasia	4	0	DISEASE		1	equivalentTo	MONDO:0008274	A	MONDO:0008274	polyostotic fibrous dysplasia	name	Polyostotic fibrous dysplasia	1	HP:0010735
ICD10CM:Q78.2	Osteopetrosis	4	0	DISEASE		1	equivalentTo	MONDO:0017198	A	MONDO:0017198	osteopetrosis	name	Osteopetrosis	1	HP:0011002
ICD10CM:Q78.3	Progressive diaphyseal dysplasia	4	0	DISEASE		1	equivalentTo	MONDO:0007542	A	MONDO:0007542	progressive diaphyseal dysplasia	EXACT	Progressive diaphyseal dysplasia	1	
ICD10CM:Q78.4	Enchondromatosis	4	0	DISEASE		1	equivalentTo	MONDO:0008145	A	MONDO:0008145	Ollier's disease	EXACT	Ollier's disease	1	
ICD10CM:Q78.5	Metaphyseal dysplasia	4	0	PHENOTYPE		1	equivalentTo	MONDO:0009943	A	MONDO:0009943	Pyle's syndrome	EXACT	Pyle's syndrome	1	HP:0100255
ICD10CM:Q78.6	Multiple congenital exostoses	4	0	PHENOTYPE		1	orphanet-specific	MONDO:0005508	B	MONDO:0005508	exostoses, multiple	EXACT	Multiple congenital exostoses	1	HP:0002762
ICD10CM:Q78.8	Other specified osteochondrodysplasias	4	0	RESIDUAL		45	provenance-only:doid;provenance-only:orphanet	MONDO:0001414;MONDO:0007114;MONDO:0007167;MONDO:0007168;MONDO:0007396	B	MONDO:0001414	osteopoikilosis	name	Osteopoikilosis	2	
ICD10CM:Q78.9	Osteochondrodysplasia, unspecified	4	0	RESIDUAL		1	provenance-only:doid	MONDO:0005516	A	MONDO:0005516	osteochondrodysplasia	name	Osteochondrodysplasia, unspecified	1	
ICD10CM:Q79	Congenital malformations of musculoskeletal system, not elsewhere classified	3	9	CONTAINER		0			B	MONDO:0002081	musculoskeletal system disorder	name	Congenital malformations of musculoskeletal system, not elsewhere classified	1	
ICD10CM:Q79.0	Congenital diaphragmatic hernia	4	0	DISEASE		1	equivalentTo	MONDO:0005711	A	MONDO:0005711	congenital diaphragmatic hernia	name	Congenital diaphragmatic hernia	1	HP:0000776
ICD10CM:Q79.1	Other congenital malformations of diaphragm	4	0	RESIDUAL		1	provenance-only:doid	MONDO:0006726	B	MONDO:0005728	diaphragm disorder	name	Other congenital malformations of diaphragm	1	
ICD10CM:Q79.2	Exomphalos	4	0	DISEASE		3	provenance-only:doid;provenance-only:orphanet	MONDO:0008425;MONDO:0019015	A	MONDO:0019015	exomphalos	EXACT	Exomphalos	1	HP:0001539
ICD10CM:Q79.3	Gastroschisis	4	0	DISEASE		1	equivalentTo	MONDO:0009264	A	MONDO:0009264	gastroschisis	name	Gastroschisis	1	HP:0001543
ICD10CM:Q79.4	Prune belly syndrome	4	0	DISEASE		1	equivalentTo	MONDO:0007032	A	MONDO:0007032	prune belly syndrome	name	Prune belly syndrome	1	
ICD10CM:Q79.5	Other congenital malformations of abdominal wall	4	2	RESIDUAL		0			B	MONDO:0100298	abdominal wall malformation	name	Other congenital malformations of abdominal wall	1	
ICD10CM:Q79.51	Congenital hernia of bladder	5	0	DISEASE		0			-					0	
ICD10CM:Q79.59	Other congenital malformations of abdominal wall	5	0	RESIDUAL		0			B	MONDO:0100298	abdominal wall malformation	name	Other congenital malformations of abdominal wall	1	
ICD10CM:Q79.6	Ehlers-Danlos syndromes	4	5	DISEASE		1	equivalentTo	MONDO:0020066	A	MONDO:0020066	Ehlers-Danlos syndrome	name	Ehlers-Danlos syndromes	1	
ICD10CM:Q79.60	Ehlers-Danlos syndrome, unspecified	5	0	RESIDUAL		0			A	MONDO:0020066	Ehlers-Danlos syndrome	name	Ehlers-Danlos syndrome, unspecified	1	
ICD10CM:Q79.61	Classical Ehlers-Danlos syndrome	5	0	DISEASE		0			-					0	
ICD10CM:Q79.62	Hypermobile Ehlers-Danlos syndrome	5	0	DISEASE		0			B	MONDO:0007523	Ehlers-Danlos syndrome, hypermobile type	EXACT	Hypermobile Ehlers-Danlos syndrome	1	
ICD10CM:Q79.63	Vascular Ehlers-Danlos syndrome	5	0	DISEASE		0			B	MONDO:0017314	Ehlers-Danlos syndrome, vascular type	name	Vascular Ehlers-Danlos syndrome	1	
ICD10CM:Q79.69	Other Ehlers-Danlos syndromes	5	0	RESIDUAL		0			B	MONDO:0020066	Ehlers-Danlos syndrome	name	Other Ehlers-Danlos syndromes	1	
ICD10CM:Q79.8	Other congenital malformations of musculoskeletal system	4	0	RESIDUAL		9	provenance-only:orphanet	MONDO:0008262;MONDO:0008338;MONDO:0009668;MONDO:0009926;MONDO:0010716	B	MONDO:0002081	musculoskeletal system disorder	name	Other congenital malformations of musculoskeletal system	2	
ICD10CM:Q79.9	Congenital malformation of musculoskeletal system, unspecified	4	0	RESIDUAL		0			B	MONDO:0002081	musculoskeletal system disorder	name	Congenital malformation of musculoskeletal system, unspecified	1	
ICD10CM:Q80	Congenital ichthyosis	3	7	DISEASE		1	equivalentTo	MONDO:0015947	A	MONDO:0019269	ichthyosis	name	Congenital ichthyosis	1	HP:0007431;HP:0008064
ICD10CM:Q80-Q89	Other congenital malformations (Q80-Q89)	2	9	BLOCK		1	provenance-only:other	MONDO:0019755	-					0	
ICD10CM:Q80.0	Ichthyosis vulgaris	4	0	DISEASE		1	equivalentTo	MONDO:0007810	A	MONDO:0024304	ichthyosis vulgaris	name	Ichthyosis vulgaris	1	
ICD10CM:Q80.1	X-linked ichthyosis	4	0	DISEASE		1	equivalentTo	MONDO:0010622	A	MONDO:0010622	X-linked ichthyosis	EXACT	X-linked ichthyosis	1	
ICD10CM:Q80.2	Lamellar ichthyosis	4	0	DISEASE		1	equivalentTo	MONDO:0017778	A	MONDO:0017778	lamellar ichthyosis	name	Lamellar ichthyosis	1	HP:0007479
ICD10CM:Q80.3	Congenital bullous ichthyosiform erythroderma	4	0	DISEASE		2	orphanet-specific;provenance-only:orphanet	MONDO:0007239;MONDO:0011870	A	MONDO:0007239	bullous congenital ichthyosiform erythroderma	EXACT	Congenital bullous ichthyosiform erythroderma	1	HP:0007475
ICD10CM:Q80.4	Harlequin fetus	4	0	DISEASE		1	orphanet-specific	MONDO:0009443	-					0	
ICD10CM:Q80.8	Other congenital ichthyosis	4	0	RESIDUAL		14	provenance-only:doid;provenance-only:orphanet	MONDO:0007808;MONDO:0007813;MONDO:0007850;MONDO:0009735;MONDO:0010033	B	MONDO:0019269	ichthyosis	name	Other congenital ichthyosis	1	
ICD10CM:Q80.9	Congenital ichthyosis, unspecified	4	0	RESIDUAL		0			A	MONDO:0019269	ichthyosis	name	Congenital ichthyosis, unspecified	1	HP:0007431;HP:0008064
ICD10CM:Q81	Epidermolysis bullosa	3	5	DISEASE		1	equivalentTo	MONDO:0006541	A	MONDO:0006541	epidermolysis bullosa	name	Epidermolysis bullosa	1	
ICD10CM:Q81.0	Epidermolysis bullosa simplex	4	0	DISEASE		1	equivalentTo	MONDO:0017610	A	MONDO:0017610	epidermolysis bullosa simplex	name	Epidermolysis bullosa simplex	1	
ICD10CM:Q81.1	Epidermolysis bullosa letalis	4	0	DISEASE		1	equivalentTo	MONDO:0009182	A	MONDO:0009182	epidermolysis bullosa letalis	EXACT	Epidermolysis bullosa letalis	1	
ICD10CM:Q81.2	Epidermolysis bullosa dystrophica	4	0	DISEASE		1	equivalentTo	MONDO:0006543	A	MONDO:0006543	epidermolysis bullosa dystrophica	name	Epidermolysis bullosa dystrophica	1	
ICD10CM:Q81.8	Other epidermolysis bullosa	4	0	RESIDUAL		11	provenance-only:orphanet	MONDO:0008260;MONDO:0009177;MONDO:0009180;MONDO:0009183;MONDO:0009513	B	MONDO:0006541	epidermolysis bullosa	name	Other epidermolysis bullosa	1	
ICD10CM:Q81.9	Epidermolysis bullosa, unspecified	4	0	RESIDUAL		2	provenance-only:doid;provenance-only:orphanet	MONDO:0006541;MONDO:0019276	A	MONDO:0006541	epidermolysis bullosa	name	Epidermolysis bullosa, unspecified	1	
ICD10CM:Q82	Other congenital malformations of skin	3	9	RESIDUAL		0			B	MONDO:0005093	skin disorder	name	Other congenital malformations of skin	1	
ICD10CM:Q82.0	Hereditary lymphedema	4	0	DISEASE		1	equivalentTo	MONDO:0019313	A	MONDO:0007919	congenital hereditary lymphedema	EXACT	Hereditary lymphedema	2	
ICD10CM:Q82.1	Xeroderma pigmentosum	4	0	DISEASE		1	equivalentTo	MONDO:0019600	A	MONDO:0019600	xeroderma pigmentosum	name	Xeroderma pigmentosum	1	
ICD10CM:Q82.2	Congenital cutaneous mastocytosis	4	0	DISEASE		13	orphanet-btnt;orphanet-exact;other-mondo-qualifier:directSiblingOf;provenance-only:orphanet;relatedTo	MONDO:0007950;MONDO:0008876;MONDO:0009569;MONDO:0015554;MONDO:0015555	A	MONDO:0019023	cutaneous mastocytosis	name	Congenital cutaneous mastocytosis	1	HP:0200151
ICD10CM:Q82.3	Incontinentia pigmenti	4	0	DISEASE		1	equivalentTo	MONDO:0010631	A	MONDO:0010631	incontinentia pigmenti	name	Incontinentia pigmenti	1	
ICD10CM:Q82.4	Ectodermal dysplasia (anhidrotic)	4	0	DISEASE		20	orphanet-specific;provenance-only:doid;provenance-only:orphanet	MONDO:0007095;MONDO:0007124;MONDO:0007207;MONDO:0007445;MONDO:0007449	A	MONDO:0019287	ectodermal dysplasia	EXACT	Ectodermal dysplasia (anhidrotic)	1	HP:0000968
ICD10CM:Q82.5	Congenital non-neoplastic nevus	4	0	DISEASE		11	provenance-only:doid;provenance-only:orphanet	MONDO:0002407;MONDO:0008094;MONDO:0011605;MONDO:0014873;MONDO:0015635	A	MONDO:0022749	non-neoplastic nevus	name	Congenital non-neoplastic nevus	1	
ICD10CM:Q82.6	Congenital sacral dimple	4	0	PHENOTYPE		0			-					0	HP:0000960
ICD10CM:Q82.8	Other specified congenital malformations of skin	4	0	RESIDUAL		123	provenance-only:doid;provenance-only:orphanet	MONDO:0000136;MONDO:0006602;MONDO:0007047;MONDO:0007048;MONDO:0007083	B	MONDO:0005093	skin disorder	name	Other specified congenital malformations of skin	4	
ICD10CM:Q82.9	Congenital malformation of skin, unspecified	4	0	RESIDUAL		0			B	MONDO:0005093	skin disorder	name	Congenital malformation of skin, unspecified	1	
ICD10CM:Q83	Congenital malformations of breast	3	6	CONTAINER		0			B	MONDO:0002657	breast disorder	name	Congenital malformations of breast	1	
ICD10CM:Q83.0	Congenital absence of breast with absent nipple	4	0	DISEASE		1	orphanet-specific	MONDO:0015855	-					0	
ICD10CM:Q83.1	Accessory breast	4	0	DISEASE		1	orphanet-exact	MONDO:0015854	A	MONDO:0015854	accessory breasts	EXACT	Accessory breast	1	
ICD10CM:Q83.2	Absent nipple	4	0	PHENOTYPE		0			-					0	HP:0002561
ICD10CM:Q83.3	Accessory nipple	4	0	PHENOTYPE		1	provenance-only:orphanet	MONDO:0008101	-					0	HP:0002558
ICD10CM:Q83.8	Other congenital malformations of breast	4	0	RESIDUAL		0			B	MONDO:0002657	breast disorder	name	Other congenital malformations of breast	1	
ICD10CM:Q83.9	Congenital malformation of breast, unspecified	4	0	RESIDUAL		0			B	MONDO:0002657	breast disorder	name	Congenital malformation of breast, unspecified	1	
ICD10CM:Q84	Other congenital malformations of integument	3	9	RESIDUAL		0			-					0	
ICD10CM:Q84.0	Congenital alopecia	4	0	DISEASE		1	equivalentTo	MONDO:0010229	A	MONDO:0004907	alopecia	name	Congenital alopecia	2	HP:0001596
ICD10CM:Q84.1	Congenital morphological disturbances of hair, not elsewhere classified	4	0	CONTAINER		5	provenance-only:orphanet	MONDO:0008009;MONDO:0008388;MONDO:0008621;MONDO:0008686;MONDO:0009870	A	MONDO:0008009	monilethrix	name	Monilethrix	1	
ICD10CM:Q84.2	Other congenital malformations of hair	4	0	RESIDUAL		4	provenance-only:orphanet	MONDO:0007693;MONDO:0007787;MONDO:0010614;MONDO:0016381	B	MONDO:0019278	hair anomaly	name	Other congenital malformations of hair	3	
